270 17500
53 79 0
97 105 8
100 110 4
60 28 3
215 121 0
53 6 11
136 82 13
60 94 9
198 163 1
193 96 11
261 52 16
136 92 16
264 270 16
231 82 11
40 211 1
233 154 16
257 60 18
79 199 17
209 91 19
217 232 -2
155 49 5
94 103 5
82 85 4
263 218 13
233 158 15
126 194 15
196 42 17
65 117 14
1 116 11
104 232 1
189 12 0
182 74 3
40 44 20
19 104 2
165 109 6
29 173 10
128 151 1
234 130 1
68 235 4
64 214 18
68 149 20
43 99 5
232 4 14
134 223 15
20 92 12
55 51 15
128 171 2
213 68 16
56 143 4
177 178 12
3 135 17
97 232 12
239 219 3
233 229 19
196 215 10
85 21 5
263 151 14
97 125 13
109 174 20
270 50 15
113 129 6
124 181 18
39 259 0
131 238 16
9 91 19
239 15 15
58 12 10
31 220 6
18 5 18
49 169 5
13 170 1
251 43 5
219 242 13
130 68 4
104 197 7
109 107 17
152 183 16
162 158 8
51 220 3
165 181 3
249 236 16
118 142 2
101 154 4
255 206 8
197 66 4
207 31 3
221 153 11
111 180 0
20 67 4
142 27 5
85 138 3
29 17 3
27 100 7
139 78 -1
40 22 -2
96 82 -2
76 266 8
172 211 12
234 191 10
90 37 12
152 93 19
124 8 17
93 159 11
184 48 13
47 97 19
112 194 16
97 4 20
241 153 6
4 43 7
112 3 18
264 207 13
250 140 16
105 179 2
184 220 15
253 15 15
206 177 11
45 20 7
232 110 6
41 8 4
9 182 -1
244 17 2
195 238 11
23 10 15
4 108 8
221 172 6
121 110 16
119 175 3
127 216 13
89 56 6
95 35 9
8 111 14
122 268 -2
231 249 5
157 8 11
39 154 20
185 34 19
141 134 7
103 23 7
41 267 16
18 233 3
198 18 18
125 39 3
203 176 20
111 16 2
144 76 17
172 229 14
254 170 15
83 140 6
247 128 12
230 150 11
77 100 16
266 35 17
90 75 3
133 179 9
126 51 2
117 259 7
217 200 16
39 104 13
170 65 10
16 186 1
203 156 -1
85 230 11
93 179 -1
113 18 5
169 227 1
254 125 8
45 126 7
139 15 3
248 262 11
167 192 11
238 27 5
111 241 2
208 166 1
98 182 5
117 29 14
126 81 -1
168 270 11
114 182 10
97 225 18
251 161 15
213 252 12
87 26 7
76 233 -1
228 86 13
68 33 17
164 193 7
102 121 9
266 202 18
142 148 6
83 237 15
125 77 11
71 243 3
66 18 18
239 177 18
49 233 14
33 133 5
11 42 1
136 169 4
170 251 10
84 241 19
88 218 -1
219 96 5
30 115 8
161 160 17
203 178 0
188 55 12
3 56 -2
248 132 7
254 47 -2
96 260 9
154 96 4
180 102 5
116 234 11
263 158 11
9 88 18
22 201 12
38 82 9
201 1 9
197 257 3
174 29 -1
206 145 0
26 201 9
116 174 -2
62 155 2
2 59 13
15 3 19
125 235 6
184 96 9
209 260 11
263 41 5
74 11 -2
11 47 5
237 224 6
135 76 10
222 219 6
141 118 4
31 57 10
270 55 6
52 242 7
169 66 1
69 182 6
258 64 16
55 62 7
149 226 0
5 29 2
27 106 20
227 231 12
43 30 20
110 15 6
220 36 0
17 158 8
162 82 -1
179 69 17
63 154 -2
181 224 13
3 63 11
43 23 12
82 132 -2
144 102 19
187 203 18
145 131 -2
222 31 8
127 202 14
44 16 -2
2 23 -1
21 143 15
68 232 11
255 128 19
14 126 13
6 197 19
203 138 13
1 249 4
130 245 8
187 221 17
249 148 19
221 65 -1
132 111 2
53 84 -1
75 190 8
64 26 11
180 229 -1
245 193 14
149 65 18
253 242 -1
55 246 9
102 259 0
255 218 0
87 44 -2
2 260 18
161 235 6
77 218 16
111 230 8
209 56 0
158 239 2
210 261 -1
199 6 7
270 235 18
34 50 14
240 87 4
11 260 8
67 170 5
150 257 3
195 80 20
84 127 14
215 74 3
168 122 19
202 168 0
133 183 7
130 211 14
23 153 7
155 1 1
164 50 6
139 36 15
36 15 -1
34 242 17
119 193 8
164 235 18
37 263 -2
227 132 16
126 198 -1
230 234 14
269 240 20
225 31 2
92 48 8
40 244 11
155 150 20
171 208 18
249 167 6
63 159 7
258 106 16
31 107 15
190 124 0
38 218 4
114 224 14
16 269 6
42 74 10
61 45 6
156 123 20
140 32 16
193 2 15
215 221 2
265 97 10
192 240 -2
229 190 13
174 94 17
13 233 10
251 154 15
77 37 17
184 13 5
264 75 2
99 258 3
185 153 -1
32 137 20
109 53 -1
242 233 4
207 172 3
55 105 20
193 125 17
133 246 -2
215 203 10
53 139 15
114 46 14
83 32 12
142 267 19
14 207 9
217 167 16
104 2 6
121 63 10
238 9 8
147 166 5
113 248 -2
180 54 10
180 123 3
225 200 0
31 129 -1
20 248 3
139 132 5
154 41 7
97 267 7
79 126 20
99 259 4
127 227 2
175 147 9
25 80 19
156 243 10
263 134 15
13 130 13
101 188 -2
32 254 16
199 227 19
69 223 7
164 266 19
20 111 16
130 53 8
39 90 3
93 256 14
137 193 11
167 219 3
52 211 16
133 86 20
97 51 15
133 38 9
144 214 11
142 246 6
75 52 15
80 173 4
103 270 17
100 15 2
233 71 -1
199 229 7
12 157 15
145 153 5
46 170 3
113 92 9
107 2 12
2 169 10
182 155 20
108 135 3
207 238 3
230 169 18
210 183 13
103 122 17
157 218 8
189 268 0
245 239 4
10 42 13
269 110 1
86 58 10
80 36 -1
148 187 2
173 204 18
136 67 7
251 71 14
169 193 15
127 120 16
19 205 8
235 242 0
119 251 9
119 10 12
123 234 3
43 250 0
216 105 20
117 197 16
175 216 18
164 265 20
154 176 14
126 209 8
219 14 6
54 223 2
2 227 2
205 261 7
97 149 15
66 200 0
217 117 10
262 5 0
107 65 7
82 6 -1
121 12 10
7 64 9
162 236 17
236 128 -2
219 63 8
220 23 20
59 143 19
112 98 11
72 115 -2
181 235 12
257 118 5
230 238 19
256 220 15
217 73 18
89 222 12
189 226 9
111 107 13
186 57 0
70 115 5
247 154 16
167 29 -1
30 48 7
256 72 12
94 115 13
26 77 0
66 107 6
59 116 4
208 108 12
19 94 8
130 139 16
96 132 0
71 40 12
165 91 4
138 238 -1
9 131 20
41 257 7
10 52 8
72 232 15
33 90 0
252 107 -2
93 117 0
248 109 -1
260 70 14
176 159 8
228 199 12
169 180 15
142 63 12
107 207 15
69 57 -2
32 235 1
92 174 17
247 27 11
39 211 1
242 130 0
168 39 0
38 7 14
55 108 16
206 83 18
267 240 9
250 257 2
236 103 3
166 32 17
179 87 7
228 157 -1
157 195 16
165 116 7
131 27 16
210 58 13
170 197 16
92 94 -1
165 155 7
143 247 19
67 169 3
33 61 6
150 133 1
108 7 5
42 55 20
40 36 20
165 110 1
229 259 8
20 218 9
45 58 -1
150 4 15
122 153 15
219 135 13
251 82 4
233 39 6
188 208 6
188 121 19
132 103 5
61 187 -2
116 230 20
154 75 11
27 82 12
148 234 8
173 10 18
239 114 20
251 227 12
51 204 12
228 25 20
52 255 5
210 149 0
261 169 15
191 101 3
114 232 18
212 13 13
27 200 20
41 141 0
194 186 8
122 46 7
53 241 3
240 133 19
187 220 5
208 62 20
38 34 5
111 133 19
221 82 6
7 240 6
121 91 13
62 160 10
7 252 6
210 95 15
205 147 14
200 125 16
61 174 16
101 47 15
155 138 2
37 65 6
110 219 -2
224 120 10
150 229 10
168 198 5
195 229 16
202 155 5
224 13 14
3 4 -2
11 232 12
11 218 18
118 104 5
41 195 9
23 258 10
210 175 4
158 215 -2
79 96 14
75 234 3
27 40 15
133 44 13
241 224 9
162 222 1
45 88 11
15 226 16
226 228 7
187 162 18
131 92 4
83 11 16
181 218 16
70 52 19
164 230 15
61 250 4
29 107 -2
9 93 1
32 35 0
76 209 3
164 10 13
264 204 10
23 27 13
75 13 3
144 42 6
95 128 7
100 61 4
58 147 10
6 170 -2
188 218 1
127 58 12
266 48 1
37 189 15
173 179 7
136 149 -1
260 90 6
55 203 2
115 177 1
205 251 8
78 153 13
63 167 -2
163 8 10
96 240 18
20 152 18
159 21 2
84 197 7
1 243 15
103 61 11
168 175 9
92 57 1
66 86 2
251 266 3
160 159 6
81 96 13
1 143 10
186 177 -1
191 261 0
53 183 5
29 203 19
269 166 8
114 183 19
131 79 -1
154 25 16
185 257 3
59 1 9
86 219 10
32 147 14
269 246 -1
199 62 3
137 66 5
221 113 14
103 190 -1
184 239 15
180 35 3
89 5 5
238 267 3
108 256 0
207 191 2
75 35 10
168 152 1
122 64 6
83 192 10
125 55 0
56 141 0
229 95 -2
14 155 14
52 270 9
30 31 6
126 222 2
80 125 0
74 41 9
267 214 3
69 26 10
243 58 13
62 270 4
105 204 8
33 157 0
244 233 5
183 36 17
215 110 11
42 139 6
150 75 16
82 102 19
104 231 19
31 174 15
66 128 13
65 201 10
109 69 4
56 244 -1
132 134 14
99 127 7
72 44 7
220 1 3
81 142 0
67 7 14
202 108 4
37 107 10
155 115 3
99 5 9
153 45 17
143 180 5
74 108 9
220 6 6
223 67 18
71 94 1
185 116 10
40 137 6
208 163 15
185 168 14
199 105 0
239 247 -1
186 73 13
215 261 6
212 208 11
163 38 9
49 1 13
192 105 6
35 121 2
119 174 12
221 102 5
9 252 7
212 151 -2
13 124 -1
131 49 7
244 69 3
231 5 10
205 106 10
121 160 8
58 114 16
9 21 1
124 117 14
179 110 18
119 142 16
1 203 4
25 260 7
260 234 17
233 72 17
185 196 3
216 261 14
252 212 3
256 44 16
77 256 12
40 135 18
102 211 11
68 5 8
109 266 11
52 139 4
3 247 2
148 12 10
3 28 -1
225 55 13
11 103 -2
7 42 20
5 187 12
5 255 10
90 58 13
190 141 4
260 215 19
175 205 10
145 238 8
250 78 -2
174 82 -2
29 138 0
244 73 2
226 121 20
133 265 7
24 183 10
23 126 14
269 265 3
30 103 15
193 225 1
21 89 6
29 161 3
195 245 13
119 58 14
190 113 13
177 102 3
117 169 9
51 118 4
195 59 13
266 41 10
169 127 19
193 143 -1
211 65 9
66 48 6
97 205 9
43 14 13
181 95 16
64 68 15
15 6 16
145 112 7
111 209 14
184 102 12
144 242 20
175 155 11
71 178 2
185 211 16
119 147 9
212 163 8
160 71 3
139 265 0
123 53 18
94 77 18
244 115 8
36 258 19
14 10 5
73 207 18
226 41 5
244 108 7
5 202 13
1 192 10
103 129 2
138 98 5
22 168 11
201 223 13
51 257 11
175 5 15
100 169 3
192 152 17
29 177 8
78 3 9
218 226 10
141 116 10
187 93 3
51 131 10
40 245 9
190 162 8
37 176 12
65 167 6
31 186 5
269 266 10
174 123 8
157 199 16
207 143 5
136 184 5
186 154 1
78 224 15
94 156 8
50 240 7
209 145 11
39 106 4
6 98 1
31 77 11
88 127 7
142 127 4
38 262 2
230 47 0
57 180 16
34 89 17
215 86 9
215 241 12
190 183 9
201 103 5
171 270 15
245 103 18
9 139 20
234 135 5
220 137 12
155 108 15
102 203 1
5 258 3
235 17 0
78 209 7
236 198 3
118 143 -1
42 127 -2
130 54 0
20 86 18
225 258 0
151 153 8
249 230 7
56 256 3
206 117 8
235 84 12
23 38 19
21 202 18
122 75 1
22 177 8
56 148 6
29 269 1
23 192 -2
206 228 7
154 17 18
145 43 12
123 256 11
155 13 8
254 213 1
194 27 2
96 231 9
172 214 11
196 64 4
38 55 20
252 58 5
23 239 11
121 184 7
267 99 1
133 192 18
236 47 0
243 168 9
6 173 20
174 140 7
208 202 7
57 22 2
130 195 17
256 16 11
167 6 15
269 181 11
129 167 1
219 196 16
17 162 1
45 67 16
89 61 2
210 22 17
44 75 11
202 225 6
217 118 0
162 176 7
264 91 18
87 102 9
68 250 11
244 256 11
202 9 -1
4 242 5
89 80 9
139 173 12
184 120 14
5 199 3
62 225 0
163 17 10
250 234 5
103 237 11
72 198 3
208 109 4
122 68 17
40 154 14
28 52 5
245 114 7
59 180 10
73 68 11
234 143 1
169 232 4
221 202 -2
183 212 0
89 240 13
192 188 0
221 186 9
132 30 6
191 214 0
249 243 -2
132 26 -2
93 76 1
127 7 -2
188 133 11
44 217 3
137 181 6
40 114 18
113 236 9
187 224 9
159 228 2
24 72 0
201 53 5
230 267 10
90 82 4
194 108 5
25 224 6
212 192 13
69 106 4
28 34 11
5 236 9
181 168 5
79 205 12
172 39 -1
144 92 20
87 92 1
72 245 7
163 189 18
134 10 9
262 231 5
78 165 14
178 79 12
258 101 12
230 178 -1
250 215 5
89 228 -2
6 14 20
125 186 9
121 13 19
99 1 18
129 270 6
68 60 -2
172 67 11
41 164 14
200 243 12
234 62 0
262 36 19
78 189 12
210 194 -1
228 164 1
208 116 15
186 1 17
93 81 8
262 141 11
142 269 0
60 205 11
64 88 7
177 32 -1
100 254 10
70 168 7
244 130 19
35 78 20
2 81 7
75 225 5
105 175 8
212 18 2
210 52 12
71 161 10
218 259 6
143 25 7
239 20 3
49 216 16
192 258 12
109 180 9
250 58 13
170 206 6
216 106 8
190 77 4
137 130 -1
134 15 20
180 239 14
269 8 8
42 267 11
59 140 17
262 213 6
239 265 1
85 109 1
260 202 -2
194 81 -1
142 161 6
256 235 16
127 111 17
99 233 12
8 68 16
85 213 18
239 150 2
29 9 11
243 77 16
252 33 13
10 112 4
185 163 -2
66 81 -2
25 101 10
49 106 9
224 200 11
93 34 1
247 181 18
168 205 8
40 168 9
117 120 11
38 113 5
259 175 14
177 215 13
151 45 7
221 207 18
3 9 12
144 43 -2
26 100 12
194 216 3
75 128 1
99 85 7
269 183 8
217 174 8
263 215 10
137 108 19
24 181 4
216 91 -2
107 211 14
51 182 5
220 44 5
19 261 0
185 73 3
43 219 7
262 3 8
251 107 -2
158 138 16
196 157 15
208 217 18
40 136 2
190 255 19
47 215 10
28 78 20
36 122 7
118 12 7
261 268 4
130 50 17
39 222 12
246 91 20
26 23 12
32 270 13
57 253 2
164 95 17
67 149 1
18 19 11
137 153 14
196 12 3
203 236 1
250 97 5
245 145 14
163 206 5
19 25 1
94 268 4
150 79 9
123 251 16
17 242 0
229 121 15
147 186 6
81 215 19
184 83 16
76 230 9
264 130 5
167 66 1
130 103 12
162 22 3
145 46 3
196 162 3
181 45 5
118 232 11
211 166 10
197 106 8
193 244 0
15 153 15
117 163 18
239 146 7
65 138 3
235 141 2
30 172 3
80 6 16
255 120 19
68 155 20
192 210 9
101 92 20
132 230 11
104 121 14
121 126 7
209 255 11
8 63 5
74 104 11
249 143 -2
191 64 15
9 111 2
24 187 19
227 26 7
184 28 5
185 195 9
22 228 18
59 8 11
66 220 18
129 203 -1
117 146 9
32 79 13
184 135 -2
195 220 19
65 47 16
143 44 12
40 7 5
122 234 14
141 199 -1
119 136 16
54 2 0
183 241 5
96 244 10
21 55 12
19 194 6
9 87 15
105 4 -2
70 146 6
235 73 3
245 269 19
40 109 1
1 207 14
196 265 9
45 152 -1
255 59 20
217 248 9
196 126 7
224 265 11
188 168 0
197 240 0
69 4 20
159 165 1
41 216 4
126 84 12
151 95 4
126 103 0
63 269 17
39 155 16
31 97 12
32 260 15
22 92 14
25 234 7
123 62 -2
39 227 8
177 252 12
137 93 14
214 134 8
225 218 5
41 119 20
269 206 2
142 194 -2
100 10 4
244 105 3
150 238 0
24 198 -1
191 254 3
