500 100
69 263 40
80 298 20
394 440 44
58 282 45
347 140 31
67 96 2
74 244 10
490 345 36
367 81 26
344 459 49
64 115 7
151 216 37
41 400 25
202 434 41
394 113 21
295 243 44
126 44 34
155 110 -1
119 249 45
100 363 50
280 151 7
472 188 9
148 365 1
379 247 20
329 274 11
319 415 32
342 38 47
247 89 17
91 118 42
159 80 27
432 451 27
312 67 -1
500 412 0
158 176 7
184 120 19
71 111 31
46 151 44
202 82 1
225 228 40
462 64 46
332 115 31
354 260 49
48 241 4
330 325 37
76 353 35
287 485 46
40 153 8
71 192 1
450 238 42
266 462 14
491 111 22
302 28 30
199 305 33
434 90 50
201 467 24
103 223 44
60 323 6
293 154 1
316 234 31
434 91 38
225 123 2
456 311 9
379 435 27
142 143 19
302 258 27
195 8 41
370 144 19
391 133 -2
233 361 32
337 381 10
493 252 38
444 122 2
119 481 49
182 219 35
19 409 4
439 451 12
85 283 34
191 431 38
305 209 37
13 469 30
136 49 28
71 225 4
197 369 39
116 93 13
105 153 9
77 127 14
277 191 30
394 8 23
256 179 29
227 458 -1
140 280 5
123 331 36
361 360 -1
25 178 -2
196 220 32
1 343 15
77 380 23
74 432 10
171 184 36
200 444 31
