270 16000
192 188 8
184 163 3
72 123 18
239 230 6
270 254 -2
257 261 5
215 202 3
32 90 0
114 266 -2
161 91 -2
69 164 2
269 172 -1
216 45 0
190 58 14
157 228 13
233 194 0
124 261 19
260 55 16
93 19 2
52 154 3
237 38 6
244 166 -2
215 69 4
175 263 -1
189 255 7
256 50 4
200 4 12
114 26 1
260 210 13
171 235 14
131 135 3
115 256 15
200 12 13
261 182 7
26 139 6
100 102 18
15 94 13
224 124 14
196 14 19
125 148 12
269 108 10
258 238 16
167 98 14
112 172 1
101 222 6
123 14 19
48 116 17
21 38 6
161 11 3
30 241 4
145 168 4
188 235 18
262 40 1
43 116 3
238 8 1
191 180 6
155 176 11
195 256 15
135 249 17
177 202 7
170 198 11
83 204 14
263 110 16
73 98 4
5 198 6
122 250 14
73 77 6
141 175 5
106 152 13
83 186 10
89 165 1
237 67 3
42 108 7
221 223 13
36 18 20
259 260 11
221 174 19
133 253 14
107 173 11
109 162 17
161 60 3
249 162 5
81 109 9
168 261 7
159 152 -2
122 130 9
78 136 0
36 225 7
139 201 5
238 33 -1
111 34 2
2 12 5
57 43 7
161 170 8
11 120 18
74 215 11
7 171 2
182 233 8
200 158 -2
132 18 10
179 92 11
27 196 19
235 167 20
2 109 19
193 93 20
268 269 3
2 53 0
23 247 1
137 195 -2
97 61 18
177 224 6
97 214 7
130 222 2
16 146 10
60 66 19
14 58 8
255 252 5
75 144 8
204 194 5
135 176 19
148 171 18
189 232 7
167 25 10
127 187 12
137 219 5
72 23 5
34 192 20
39 240 20
111 220 2
163 227 4
8 61 8
44 246 11
156 34 2
257 19 2
155 238 5
269 173 -1
1 214 -2
218 157 12
159 66 13
3 132 17
172 119 9
62 128 10
226 259 18
23 183 0
198 232 13
4 80 2
114 149 11
212 245 7
42 249 -2
227 6 20
68 270 13
243 112 19
199 178 0
103 131 3
237 119 10
223 157 16
109 96 8
255 38 8
35 247 0
210 148 4
115 236 4
67 22 19
204 142 7
81 143 8
133 185 17
53 227 5
195 117 13
6 29 1
235 21 16
233 83 3
209 270 4
77 224 15
231 1 5
63 104 8
44 160 14
79 88 11
162 5 11
193 179 15
261 70 5
75 1 3
195 261 6
146 206 1
119 55 13
71 261 5
74 9 5
187 49 1
39 195 7
135 63 -1
62 226 7
12 266 10
142 269 -2
58 239 17
45 152 15
154 96 14
122 35 4
176 185 15
89 252 9
221 120 1
217 95 19
122 167 9
233 196 1
48 174 10
91 53 2
135 3 16
49 39 9
3 74 2
72 196 4
22 28 8
122 220 -2
8 172 6
146 237 20
239 152 12
200 155 4
108 208 14
138 98 13
136 73 14
268 243 19
111 171 5
68 152 9
163 228 0
196 212 -1
38 51 15
261 231 18
124 268 20
140 215 3
26 215 20
18 24 -2
39 90 2
95 112 17
196 185 3
185 257 19
71 156 18
246 74 18
110 231 2
109 120 9
228 247 7
92 37 4
207 251 4
250 46 13
155 130 18
19 73 -2
91 135 -2
102 12 10
73 264 3
24 142 10
152 51 10
253 237 0
12 148 14
179 239 19
169 99 15
16 246 9
173 255 4
104 146 5
140 154 5
249 105 19
77 258 10
57 233 20
55 245 17
100 42 2
181 125 1
221 164 4
53 52 17
40 168 0
62 121 5
51 23 -1
238 41 10
218 27 -2
129 42 -1
155 23 14
129 144 14
71 136 -2
268 55 -2
103 15 4
33 160 -2
250 100 13
198 59 5
118 119 -2
255 218 -1
45 86 6
190 168 3
161 149 20
245 189 6
168 165 7
60 58 2
42 212 0
212 54 20
261 114 6
245 211 1
210 153 15
69 205 14
246 3 17
44 226 3
176 76 13
109 33 3
148 173 11
184 182 1
119 205 9
235 189 8
81 19 11
185 108 1
34 28 8
164 79 14
28 269 6
147 108 13
68 207 0
232 240 7
12 234 0
61 86 2
79 20 20
220 234 15
143 16 7
31 81 11
177 127 0
269 21 6
28 168 0
199 153 2
194 116 0
173 174 19
220 150 7
57 156 3
223 230 7
134 266 0
196 121 7
194 221 9
99 54 12
71 253 5
235 151 6
151 67 14
76 115 19
221 112 -1
12 67 15
130 72 4
194 200 13
33 83 8
78 95 13
109 30 3
46 216 8
29 184 9
39 137 16
93 263 -2
66 37 0
44 103 9
114 24 -2
230 26 7
1 209 18
38 202 5
262 37 3
270 72 9
193 70 13
34 109 1
197 223 12
255 198 8
205 152 14
71 44 20
51 95 15
141 5 13
154 41 17
245 68 17
41 224 16
253 142 0
270 21 -2
242 94 5
45 257 12
42 124 16
1 35 1
38 166 3
151 241 15
231 13 11
78 196 5
246 240 16
8 142 2
158 159 12
63 139 1
102 19 20
267 234 3
29 254 1
26 137 0
55 81 10
1 265 17
103 98 11
70 106 7
270 133 11
169 161 3
174 56 2
259 254 -2
38 34 8
126 67 8
238 25 16
246 212 19
190 107 17
135 50 -1
18 243 5
191 69 16
150 226 12
168 51 8
254 123 1
86 51 2
102 143 14
67 147 18
30 197 16
48 241 18
247 191 12
203 214 13
256 132 2
94 123 -1
49 163 15
270 253 7
260 185 1
37 207 9
165 249 11
83 202 1
144 205 -2
174 189 -2
105 2 18
103 73 19
24 99 -2
14 155 2
101 196 11
158 189 4
212 68 4
190 157 1
100 168 9
130 158 6
220 155 -1
49 252 5
229 61 1
27 77 3
240 251 6
54 154 3
137 114 13
9 202 2
111 10 17
21 185 13
237 41 17
99 57 11
129 118 13
216 198 16
48 220 11
170 87 -2
203 29 8
142 73 18
222 213 10
133 228 16
144 153 12
32 89 19
