5000 15000
3327 4415 13
176 4805 9
2552 81 6
1777 3734 11
3172 761 19
233 941 3
4592 4710 5
3218 3859 2
3008 645 8
1894 1581 16
2673 3837 12
2934 4376 16
2334 4310 8
2047 3399 17
274 1083 13
2060 4990 10
3908 1027 3
3500 4131 5
950 943 13
3570 4997 1
3055 1958 14
3177 4015 9
3435 3404 6
4682 3672 4
2120 2035 17
1262 4288 11
685 3351 6
3107 3562 1
4781 1178 10
3540 914 4
4367 353 16
4207 3390 15
3912 1501 20
445 2930 12
4959 3222 6
1731 4690 14
4351 4052 19
274 870 3
1826 4500 3
1912 1959 4
4547 4773 11
1727 620 15
4482 4928 15
103 771 5
3705 2539 13
2439 528 1
2759 4684 12
3946 3673 10
565 1691 16
1005 1089 14
2112 249 14
2476 3153 17
1651 2825 19
537 1521 1
824 1263 19
2745 819 1
760 235 6
1512 4796 6
967 4501 17
4881 1779 14
1427 393 15
3247 3460 4
2265 331 2
2205 4574 15
2547 3919 12
3033 1411 11
1822 3047 17
3476 223 8
2533 2444 4
2557 4234 16
1087 534 8
1692 398 8
2336 3958 6
4452 1770 12
4967 1599 19
985 4607 5
3718 3793 5
192 3057 18
1429 1901 16
2264 2419 6
2760 1468 1
3440 2184 18
116 1453 20
2712 3222 1
4379 2663 12
3742 4723 1
3217 3289 3
4921 4063 10
1515 2589 13
3306 636 13
3904 3388 20
2789 4299 14
532 2355 1
463 4263 8
2478 3654 8
4847 3154 7
1148 2968 5
584 2064 3
264 1781 20
1266 1110 20
2204 1672 18
4930 2178 20
2764 1136 10
4031 4501 5
1822 1315 18
3291 4043 7
660 682 18
270 3658 3
4178 2385 4
1815 487 10
3628 129 16
3258 2894 2
1040 2811 14
85 3158 4
1737 1821 13
2657 3041 8
936 4310 9
4192 837 19
3215 699 8
1341 3282 8
2108 1936 11
4044 1377 3
3488 4100 1
4691 517 19
1552 2962 10
3796 2072 19
420 2578 15
2071 1129 18
153 2817 6
820 243 8
2459 2298 2
3317 852 20
4634 108 6
4336 3878 7
2707 4015 12
3131 1086 11
2101 3680 16
56 3895 4
209 959 17
1889 3657 7
2715 3837 10
2728 1049 3
1856 2545 3
270 135 11
64 1616 6
2405 2934 11
451 3284 12
3188 2133 11
2202 2436 7
2547 3822 4
2306 1923 10
4831 884 6
3330 2873 13
1540 3496 14
3147 2088 12
3184 3328 8
938 3672 8
3498 1965 20
1733 2872 7
1623 1031 12
1671 215 15
2322 807 20
2151 563 15
1280 2294 7
1756 61 2
2540 3073 9
1173 3755 11
3544 1411 7
4195 2388 14
1976 3634 20
1810 2897 17
507 4286 3
1518 1155 5
850 1971 12
1009 1919 17
4821 888 20
4492 1518 8
4412 2154 18
1824 2579 4
1598 1943 20
2375 23 11
2843 3100 17
2386 4787 19
4138 3245 6
1494 4962 2
1155 1643 10
2345 1886 19
783 2328 4
4226 1282 7
3615 1724 4
1841 2922 3
3267 4299 14
4983 564 19
2281 3748 18
566 315 13
2043 4690 14
627 1849 7
921 2101 19
2232 1332 18
4215 3179 17
925 2675 19
3433 3904 9
4815 31 19
1941 698 14
2240 221 13
2593 849 7
2690 2186 16
1768 2510 10
4178 2059 2
4070 3580 17
2041 2335 15
3091 4463 13
130 2481 12
1188 324 19
1652 571 14
1223 2778 19
813 191 7
1379 4581 15
4148 1034 2
145 496 6
2607 3691 2
4551 1983 6
592 129 2
1135 2322 20
2029 2265 3
3944 2898 9
2071 3624 2
1834 2466 14
1375 2098 6
341 1294 16
4124 4068 9
108 532 8
1319 635 13
3702 3126 8
1049 4186 7
1635 2844 3
4152 2929 14
176 880 6
1985 4409 7
2898 1088 1
4357 1731 15
3103 3150 7
1717 426 17
2247 95 10
424 3604 19
161 237 3
1629 4376 3
2932 2892 7
4964 255 19
2517 3336 4
2591 2627 9
2487 684 7
4672 2053 17
3993 2112 8
983 2299 8
3873 3222 3
1196 2920 18
1410 1090 4
4996 4817 15
2218 1595 2
37 3262 2
4870 3677 5
3686 40 1
1117 4602 17
1213 2327 2
3834 2159 2
1048 1081 14
2540 4449 20
1792 1080 3
1554 1522 17
4320 4927 10
1079 3595 11
1184 2641 20
2808 2375 6
1301 4325 5
1941 895 2
1620 3580 8
857 4854 7
3309 3159 9
230 1294 1
2846 3082 16
3077 1680 6
825 1038 14
259 4768 3
3820 1569 20
1509 4379 18
1448 1106 4
1735 4816 13
3138 2486 5
725 3583 5
3 2179 17
457 2768 14
1679 1432 7
1986 1037 19
1407 2934 18
3365 3938 20
1148 2652 15
3143 2574 1
2343 1519 6
4282 1368 15
4790 668 12
4943 3754 16
3756 3065 13
340 2963 15
4164 4592 8
1045 1170 20
3019 3898 20
1178 1729 7
3404 2595 6
3122 842 2
4126 1332 3
3155 1285 3
1144 3395 15
3060 1526 16
3120 4569 4
3054 2051 10
532 2307 19
1006 4191 6
4322 1345 6
2444 1221 19
1275 139 3
2332 1652 14
1892 2364 6
3713 4479 19
3010 960 2
1365 876 15
1719 289 1
3399 837 20
3080 4044 1
1022 3137 14
798 4865 9
2376 2414 11
2814 24 11
2139 815 9
149 3080 19
3585 3573 4
2464 956 19
2930 4784 12
3922 2917 11
834 3818 7
3850 816 12
2735 2119 13
3537 4765 14
3463 3077 11
1721 130 4
1407 4025 9
3123 2424 13
4988 1850 15
549 1077 18
2167 1649 2
2349 4008 1
3695 1101 15
880 1603 3
1286 3553 7
1727 3660 7
2875 465 17
2596 3823 5
1522 3779 7
3346 2747 13
379 2314 2
1596 359 18
4632 923 7
1510 3859 6
4076 1736 11
670 3139 17
2792 1132 19
2580 1163 17
1965 2956 6
3158 4066 13
1090 875 14
4717 3913 6
4352 649 19
2027 2758 6
4842 2378 20
4498 2263 16
4949 2782 18
2957 378 14
1764 2100 1
3498 293 20
4137 2194 6
3414 824 6
3518 37 6
2442 2550 19
311 3638 15
2709 1166 11
4323 1401 14
1746 4031 8
557 2213 1
3418 4050 10
3781 1491 14
958 4534 16
737 934 10
2869 12 13
212 3530 7
1329 4942 8
206 2589 6
2680 2875 20
63 2743 19
2710 3917 10
3871 3557 13
58 2375 11
1882 1357 16
4073 3369 9
3063 1787 5
1349 4393 16
2375 3634 3
2383 2452 20
2046 3233 7
483 3259 15
2973 3200 8
1351 1822 19
4331 948 5
2248 1952 20
1138 825 15
4519 925 19
1070 3712 8
2343 707 16
3346 3641 14
833 1374 1
1199 1537 11
2805 720 14
4568 3694 11
994 3551 14
4223 2545 13
103 2143 7
2910 3760 1
360 3370 19
764 3145 20
216 1060 12
1341 4779 7
984 4968 12
4928 1449 13
3430 3673 1
1194 4238 18
1655 3092 13
4212 947 10
2850 4833 12
4495 3510 16
4642 4849 2
4917 1985 12
4164 4305 2
2160 3086 10
3119 2220 16
1483 3317 11
4404 2342 10
3269 495 8
3503 212 9
1358 535 12
2068 558 11
1768 908 3
776 1384 7
1107 1733 7
4156 2731 15
2692 2821 7
2002 194 10
4507 1536 2
4134 1968 1
2345 2520 2
798 3950 18
1081 5 9
4610 4836 12
1225 476 10
1180 278 17
871 1251 4
1298 2919 2
1848 979 20
3523 1593 5
4600 2685 10
625 4255 16
3085 4867 9
3208 3884 2
3682 4376 6
2467 3569 6
3912 3779 17
3 1296 9
349 2843 1
1637 4069 1
1388 1804 14
222 3697 17
1275 4649 6
3142 4808 8
462 196 16
3790 3650 9
378 687 5
3276 3263 10
190 1676 5
4794 2387 1
997 3321 3
3122 1714 14
1947 2752 9
4474 1389 8
3672 4204 1
166 303 14
4694 2651 4
3274 2896 3
463 1672 20
627 2603 2
1564 4811 13
3739 167 7
4974 1982 9
1066 1732 10
4701 3158 12
2950 671 1
4853 1165 4
342 3513 10
589 58 13
3516 1818 10
2487 1421 19
1870 1654 20
4046 3277 6
1854 1094 6
1090 3211 2
2563 387 18
1447 568 5
306 3548 18
1261 1204 19
775 234 12
573 1235 7
2536 3713 19
4443 1763 3
261 3772 7
999 294 9
4234 1755 12
377 692 17
839 3704 4
4344 3295 16
3942 3729 1
3206 2129 11
1657 179 2
4716 4606 13
382 2302 10
3033 2681 19
3417 4874 18
4082 3308 6
2223 16 3
3547 2194 12
4371 1190 16
378 1546 12
1275 3894 19
600 2881 4
1133 123 8
929 1296 20
1733 2903 8
2447 2873 18
4647 4 12
3537 1981 2
1619 2036 17
2261 1351 4
2247 2883 14
3073 4561 7
126 3303 11
4503 2103 7
3140 3624 18
1375 2223 19
2187 4979 8
4132 1799 18
1371 251 14
3979 4763 6
1469 1692 7
733 3100 14
3014 4507 19
77 4769 2
4436 2266 5
4407 4807 19
3708 4661 11
4984 3070 9
2870 1378 9
3823 4698 17
4964 3393 3
465 2151 17
410 2793 11
2556 214 9
4598 4129 4
1204 1291 13
519 3851 14
2732 933 12
800 3003 7
1638 1456 2
697 1834 19
3735 4772 6
215 3361 7
4929 3512 7
2945 3569 8
4257 983 16
2829 3627 8
93 4562 17
1065 74 2
4778 2949 10
3133 2939 19
3433 2631 6
2012 1455 1
3466 3064 18
4982 4816 6
1508 4892 10
2357 4615 9
4300 1849 20
4605 4185 16
859 3438 8
540 3153 1
1993 2257 8
2527 2331 13
449 2219 17
3838 210 6
682 3893 13
2477 4751 4
2234 770 3
381 3201 12
2139 1667 17
4619 4801 13
1727 3521 2
2053 4985 19
2978 4020 15
4764 187 9
4130 1364 10
3452 3300 16
3756 2331 1
4989 3297 8
2179 863 17
873 513 9
1615 4569 1
2052 6 14
4273 3823 18
4408 4452 1
3786 2160 8
4884 1636 11
1671 4664 16
2868 4495 19
3129 4719 6
2528 2271 5
788 923 16
2256 268 10
4598 4557 7
1480 2358 12
366 945 3
4240 454 20
2975 4932 1
3232 2505 16
1315 1721 10
713 3688 14
1786 80 1
4192 2813 3
1364 4184 14
1647 3044 3
3252 3351 14
368 4995 1
4461 1222 17
1049 1506 10
4314 3756 5
499 4729 17
2420 239 13
2808 4407 6
88 177 15
3612 181 17
3401 1220 17
230 1206 2
859 2207 2
1502 703 11
3681 3101 12
1205 2760 11
4242 777 19
1306 4190 3
3091 4760 10
1888 1068 20
615 1857 4
1013 202 12
3948 3790 20
4778 2121 17
3196 1349 3
252 1306 13
1363 323 9
3901 4866 1
4644 1836 2
2830 3192 4
2263 336 13
1291 4129 15
2273 4600 19
1666 3751 3
792 3542 15
20 4362 4
1638 3433 14
424 4979 8
4795 880 7
3727 2829 17
1734 3625 14
4956 3158 13
4180 3178 18
4621 49 15
450 3127 5
1576 3592 8
2457 3721 2
4841 714 18
3882 538 10
4721 3909 10
2166 842 5
4035 805 14
2439 4053 12
363 3229 19
4311 495 18
1936 2764 4
3090 1930 10
377 4581 10
3149 714 16
60 704 3
3603 162 8
4734 3425 7
2254 4555 4
4315 3511 1
4487 4010 19
48 1663 11
4912 170 8
408 2040 5
2833 3686 7
1268 2503 14
4813 4323 16
719 2704 13
1524 2800 11
925 4968 3
2781 4057 6
3458 1247 9
1934 4042 19
1373 1840 19
3764 1121 11
3404 1339 14
3355 2751 3
1428 3295 3
4595 1349 18
3875 4576 14
1813 2836 2
3067 862 7
2140 2084 14
2778 1058 13
2848 3952 7
790 4285 3
3578 2529 1
4502 3853 12
4578 4960 3
2465 369 16
282 4199 5
2595 3416 3
1732 3229 4
1578 4912 10
1838 2873 7
3935 117 20
3562 1535 4
1946 649 20
1275 2580 16
1656 2097 15
393 4673 14
58 2402 2
2371 2110 8
4450 4526 7
4652 3195 12
4035 513 16
3485 4775 10
3634 3220 13
2337 3679 11
3449 1170 12
3964 2889 17
4641 19 6
1993 4389 3
3046 4086 19
3198 2197 17
698 977 6
1752 2445 11
1571 1592 13
2328 663 19
198 4791 13
4996 617 10
2870 644 6
1873 1170 2
1529 3002 7
3134 3583 4
3035 4900 1
4558 3368 8
1602 985 2
620 484 19
3844 1536 11
1792 853 10
4146 2904 1
4175 1756 17
2266 3802 5
1838 4917 11
2107 4607 3
4690 2378 4
679 4778 13
505 1093 1
3575 2043 13
2924 1011 15
162 2573 15
2997 3543 2
240 186 4
204 4146 9
3213 2018 1
1057 4060 2
3504 4490 11
487 1084 2
2342 2996 11
1069 1546 7
3451 3702 11
4685 1127 6
3108 562 11
1431 4194 20
739 250 12
678 4451 19
2518 3138 14
4905 3876 16
3883 2967 18
3321 176 12
1747 1340 15
4833 1 16
591 3884 19
4947 3192 19
3190 1958 4
1129 1492 16
3376 4197 6
4504 4059 2
2711 1829 13
142 251 8
6 3114 4
4342 1844 2
774 3422 1
3935 3161 19
2818 1663 6
2987 3520 15
4542 3266 7
1633 2810 10
2276 2470 10
4701 102 5
4654 4569 7
4444 2517 8
1386 1355 15
1823 4233 3
4415 3306 16
4586 2297 17
3195 985 2
67 3572 4
4945 2485 9
1153 331 6
531 777 19
3294 2971 8
2336 93 18
3468 4361 2
3162 376 6
278 1294 17
2704 4143 18
1326 2607 1
