300 17500
73 112 28
13 248 -3
183 88 16
102 143 8
143 149 22
32 112 35
297 39 7
67 96 15
203 179 39
201 268 31
3 44 12
230 99 18
48 21 20
144 174 -3
90 75 28
250 212 6
34 118 -5
119 3 32
229 151 -2
60 290 19
76 276 38
120 208 -4
28 92 24
33 150 1
87 1 10
291 116 6
287 238 36
256 53 35
41 133 18
135 71 33
238 266 -4
237 158 10
130 164 27
213 171 10
187 167 2
96 13 29
144 282 28
227 177 40
245 214 -1
233 271 37
270 276 26
220 206 39
167 189 -4
28 282 6
2 181 15
208 44 37
174 215 5
192 149 24
99 254 39
180 235 30
292 245 35
276 77 14
101 286 -2
275 153 2
6 53 35
206 240 4
253 210 21
137 211 -1
92 9 40
78 198 39
254 262 27
280 219 5
68 1 25
138 285 38
179 24 -2
259 262 20
170 110 15
70 47 13
130 205 23
47 83 29
294 261 29
214 50 24
287 51 30
257 206 30
231 35 18
165 160 16
290 38 29
103 44 23
265 124 16
203 26 -4
7 218 35
120 148 20
216 234 39
197 157 -1
52 63 14
296 106 13
238 73 29
154 140 4
72 241 29
294 281 16
35 122 6
266 235 8
260 82 -2
267 171 9
254 11 19
6 264 30
226 207 -5
1 263 4
148 101 39
21 178 40
152 213 7
58 102 6
42 237 -4
86 108 -2
48 279 34
296 264 -2
182 98 13
205 122 1
151 11 14
250 220 15
139 64 10
120 277 6
59 128 -2
299 231 -2
105 16 27
5 112 -2
18 215 2
247 171 17
204 299 21
277 280 35
212 95 33
88 60 40
183 263 40
61 81 33
179 270 5
293 204 9
141 284 -2
56 81 27
280 160 36
217 169 36
61 146 5
267 126 31
83 103 28
213 52 12
238 297 25
231 50 39
246 42 35
98 94 29
23 3 23
248 45 18
245 284 -4
16 37 0
145 108 -4
156 241 -2
21 242 27
3 32 16
250 142 32
185 137 15
57 40 24
165 281 8
49 213 14
232 146 17
209 37 7
169 126 5
113 70 40
207 91 5
262 98 13
240 122 -3
279 89 17
116 268 5
74 119 -5
104 164 5
120 214 5
3 54 19
55 47 10
120 231 15
232 63 37
198 56 3
191 232 30
37 265 31
50 151 23
65 268 8
17 129 12
116 28 21
105 181 23
223 82 5
257 196 15
8 275 -5
196 28 29
122 285 6
35 93 33
188 217 6
117 62 -3
140 112 -1
34 298 23
244 69 -2
271 216 33
294 290 1
60 235 10
77 259 15
189 163 20
48 273 -2
226 72 12
210 174 10
300 38 12
189 20 28
26 58 5
25 223 22
189 38 22
233 125 29
61 22 9
244 80 6
232 291 11
157 48 15
166 63 1
215 189 29
210 184 6
244 164 24
215 231 11
57 207 40
188 105 -4
152 269 25
99 60 21
256 245 39
187 176 9
133 6 25
50 195 8
10 111 16
52 274 1
50 273 -4
95 137 22
205 220 11
296 162 33
113 188 38
9 60 -5
92 94 38
278 64 31
115 221 10
176 258 29
39 103 35
35 112 4
151 59 40
224 283 25
291 195 -4
245 160 24
228 70 -2
201 297 21
114 55 31
67 275 7
154 276 17
96 222 16
98 34 37
139 207 20
77 217 14
161 197 28
203 243 3
17 214 15
111 274 16
98 198 25
14 100 25
188 292 4
17 34 20
246 287 -1
86 43 1
168 300 -4
64 146 18
111 272 20
141 127 -4
124 126 27
214 103 36
31 289 3
8 295 -1
200 232 27
289 239 7
123 120 18
207 108 39
42 286 12
241 205 40
154 297 13
237 229 9
139 195 37
205 72 12
289 94 40
275 202 6
283 126 1
36 66 18
253 190 9
82 64 16
179 263 36
188 220 21
228 61 26
128 8 -5
289 142 4
106 213 -4
161 209 26
181 197 40
86 122 19
103 260 39
155 219 23
298 132 28
215 44 9
76 7 -4
101 145 -5
135 300 1
130 23 32
122 222 -5
174 90 13
300 253 18
211 238 1
5 3 18
191 213 29
173 153 24
280 125 19
225 229 39
153 5 19
168 184 5
178 135 15
109 183 3
69 205 21
187 259 -5
203 198 25
54 7 6
99 214 15
52 87 7
44 13 7
238 98 3
32 194 2
114 169 11
264 127 -5
51 12 34
46 70 33
76 190 26
56 234 5
116 180 22
146 133 14
92 29 3
163 181 10
48 150 0
223 286 30
275 13 28
282 163 11
72 133 33
56 294 12
216 74 6
293 207 37
20 210 29
164 90 6
270 227 25
197 10 16
161 208 -1
244 260 21
17 29 27
229 135 -4
280 2 -4
164 298 17
225 11 19
81 222 34
51 186 19
298 220 13
162 156 33
131 138 -5
181 290 40
253 68 37
46 24 19
157 291 11
213 263 19
170 31 12
200 159 32
49 37 14
106 60 17
67 237 26
