270 17500
49 114 6
67 206 5
61 146 7
208 119 17
56 107 19
92 121 29
162 259 12
201 60 1
201 203 18
167 45 19
53 174 1
100 198 23
201 210 4
186 129 23
55 6 37
120 118 35
51 254 17
137 56 36
189 8 22
23 115 13
71 38 34
53 243 21
246 134 12
49 129 23
70 71 39
45 154 35
23 76 27
7 163 0
131 130 38
233 232 22
109 208 5
33 125 14
110 52 11
252 137 36
203 141 28
165 50 38
36 103 18
44 45 13
152 36 28
131 4 11
66 220 21
51 10 3
100 71 6
147 216 18
189 143 25
216 206 6
65 100 35
221 227 10
240 133 19
216 223 10
101 243 23
148 35 32
95 149 21
237 189 22
230 130 13
45 225 15
56 130 11
118 138 39
66 56 2
63 162 20
178 229 6
153 83 0
262 18 0
75 205 -2
83 203 32
41 200 23
23 121 33
203 244 31
218 241 -2
27 228 4
19 100 -1
80 223 38
213 202 20
151 83 12
215 177 35
30 250 25
209 5 -2
153 52 6
42 105 5
162 103 6
183 209 22
14 209 21
81 156 18
188 183 26
75 1 24
221 167 2
29 237 10
16 199 12
251 109 19
211 21 31
64 66 34
42 17 37
91 114 34
165 269 1
254 198 6
110 82 0
84 57 38
174 233 21
30 97 11
48 183 19
135 252 20
69 13 10
121 107 15
105 124 33
263 133 7
203 260 7
37 239 38
88 105 17
87 265 22
117 101 19
242 106 23
189 2 10
129 91 33
15 211 23
182 194 24
216 84 18
22 189 7
108 66 37
73 225 37
211 1 25
109 99 25
145 197 39
203 48 23
201 264 19
141 223 1
128 186 15
2 261 15
71 219 0
164 43 18
15 98 36
160 3 37
93 100 36
255 110 32
172 81 23
158 92 33
267 122 24
4 183 1
92 13 16
61 89 38
28 224 3
125 213 7
147 116 40
58 126 34
54 198 35
220 141 25
232 196 27
258 193 1
57 102 23
99 143 -1
94 53 36
149 17 28
176 215 20
3 258 30
194 12 4
136 55 13
19 255 39
207 185 -1
241 18 -1
218 180 1
142 111 21
131 49 14
236 150 10
30 118 14
232 265 4
156 253 28
205 77 24
71 138 21
17 191 13
222 166 11
22 66 20
50 245 15
72 196 34
225 70 4
58 191 22
41 149 35
193 228 33
111 230 14
217 224 10
54 33 38
180 28 38
74 173 13
22 67 10
156 232 -1
124 266 36
253 158 14
187 161 10
127 25 21
131 103 25
131 54 0
177 221 27
91 236 32
42 133 37
237 2 37
50 223 37
43 185 36
7 257 0
64 78 11
100 254 13
185 56 18
246 144 5
44 107 1
17 131 9
202 14 37
232 21 39
39 141 17
17 118 40
101 143 13
61 215 34
255 37 37
123 241 32
77 215 22
95 86 0
74 162 19
146 104 24
109 7 39
77 100 34
107 132 6
35 21 25
59 102 11
222 210 12
101 205 21
145 206 15
167 199 9
159 222 34
226 218 22
1 52 4
223 148 9
148 236 24
129 208 24
205 151 38
243 171 37
57 60 37
138 119 0
252 240 29
208 150 22
4 49 27
84 55 13
132 89 16
189 118 25
116 24 24
29 266 3
34 164 5
62 227 7
210 123 13
123 152 2
175 76 11
56 91 32
158 73 19
254 210 10
116 266 26
97 142 39
184 40 0
151 121 -2
214 68 23
114 76 5
178 188 3
92 184 25
56 254 36
76 147 15
233 254 24
263 230 35
103 96 16
171 183 20
53 266 18
197 241 17
260 172 27
58 264 26
58 87 0
130 150 17
23 60 4
42 212 11
59 165 10
64 82 35
105 162 13
142 170 4
125 55 20
208 267 7
193 47 -2
47 224 19
141 107 -1
170 78 21
183 174 19
99 105 26
187 133 31
227 124 4
30 224 11
44 269 14
7 221 20
89 145 17
1 137 11
47 9 1
48 175 20
257 240 31
104 152 5
129 213 -2
179 223 7
261 165 19
11 127 35
15 25 1
40 121 37
121 94 30
261 205 14
212 219 33
215 229 8
255 87 9
95 71 0
220 72 14
260 86 15
232 76 38
222 63 10
259 129 31
130 93 8
129 198 18
114 213 -1
59 42 29
105 3 39
65 255 1
127 150 28
64 172 39
214 9 6
186 55 7
71 27 32
181 30 40
53 181 7
235 123 16
188 210 17
77 34 5
2 14 6
239 188 24
266 191 2
125 138 1
3 89 9
165 16 37
172 206 8
139 158 8
270 57 4
137 218 35
95 58 -1
4 41 10
185 169 16
14 61 18
165 111 4
3 68 34
60 95 37
136 217 6
145 116 34
201 233 22
38 91 18
232 245 24
233 152 37
169 227 10
110 162 0
125 212 9
201 17 32
218 59 29
183 75 33
190 239 33
1 62 35
54 191 30
28 146 25
128 202 39
145 57 28
71 65 35
214 140 3
162 92 25
161 21 37
101 56 17
111 140 11
221 175 6
50 61 2
115 16 37
71 96 27
252 195 -1
150 60 33
9 39 17
251 129 36
68 104 18
208 6 35
141 57 1
17 119 23
256 221 3
64 146 26
3 82 25
23 245 35
176 136 10
72 138 12
260 51 6
260 145 4
46 35 40
99 42 26
232 190 25
128 233 2
78 191 33
79 202 21
252 243 10
114 152 9
267 105 10
33 161 34
33 165 20
1 114 34
97 166 36
22 90 3
185 138 -2
93 99 1
247 131 33
249 10 15
267 107 9
195 59 28
247 199 23
149 220 34
253 80 5
163 39 6
115 11 22
129 153 21
115 208 37
64 6 10
157 195 27
122 250 38
122 165 25
67 57 39
114 69 -2
123 149 -2
27 189 9
196 144 7
24 248 35
251 45 10
131 228 19
248 128 1
263 237 5
42 36 39
48 153 37
126 245 8
151 188 21
187 269 27
86 255 30
158 259 14
51 94 4
266 173 3
185 165 32
160 265 4
94 70 37
47 131 32
77 4 17
169 14 32
91 268 -2
32 176 38
18 140 12
190 44 4
180 252 3
147 103 37
213 170 14
198 270 13
130 117 20
216 25 5
119 130 -2
147 56 1
179 248 4
147 269 34
83 15 -2
243 158 36
211 240 28
238 148 0
147 25 33
2 145 3
187 194 1
7 197 13
156 82 4
254 243 9
54 7 4
76 263 -1
229 182 11
261 267 17
256 60 31
104 63 23
220 217 3
144 6 9
18 213 16
131 227 13
37 245 18
60 53 23
67 4 16
105 47 23
97 179 28
122 257 22
94 40 21
202 174 6
209 254 40
246 43 16
34 25 9
231 239 19
97 241 8
159 9 8
215 203 33
93 49 23
48 31 2
8 241 2
131 248 2
68 110 6
72 129 38
59 169 29
195 2 1
115 121 19
145 68 37
229 124 5
204 50 4
196 254 12
88 48 23
68 171 8
40 249 8
48 239 16
131 138 8
261 15 29
265 187 39
101 161 5
226 24 26
235 253 2
151 96 37
226 269 29
148 258 8
176 98 30
228 238 2
89 244 6
166 57 18
90 40 -1
210 149 1
158 57 36
135 268 35
154 8 26
123 106 8
239 61 28
46 181 -1
97 45 28
213 46 30
217 54 9
209 138 30
154 186 1
14 99 1
23 188 9
192 221 34
269 100 0
169 60 7
103 60 28
150 171 12
114 239 34
213 237 18
227 255 33
249 191 14
36 192 36
192 247 40
33 103 32
142 43 1
86 91 13
105 133 26
210 206 17
43 32 35
138 55 31
251 146 27
232 52 5
119 179 25
95 165 1
268 266 10
101 249 20
169 15 30
125 10 19
177 31 14
28 14 23
107 2 2
23 142 21
103 7 0
154 138 40
103 19 11
148 90 4
243 148 10
191 225 20
72 28 33
130 128 3
222 78 34
74 18 18
255 267 23
235 142 -2
185 54 25
36 15 32
246 258 27
202 83 21
136 91 34
60 196 -1
63 197 33
195 95 24
103 45 28
221 209 9
21 107 9
265 169 27
18 182 27
208 155 40
179 268 39
41 76 10
169 21 20
117 230 31
237 185 14
213 236 1
180 211 34
143 164 5
42 32 27
260 146 12
65 237 14
186 226 19
68 48 13
171 12 11
243 70 -2
46 52 15
93 123 36
19 178 22
175 170 14
116 142 24
2 128 2
99 115 27
189 140 2
244 97 32
113 62 -1
214 269 12
99 122 8
59 12 8
24 247 -1
49 80 36
26 251 23
46 164 2
171 125 24
59 100 5
184 256 -2
115 261 -2
157 36 29
22 124 33
227 236 13
62 13 30
147 257 27
228 128 34
44 43 36
220 38 12
143 217 29
132 269 0
176 88 6
22 85 18
153 133 27
223 99 10
143 55 -1
95 178 36
135 73 23
55 166 26
211 34 29
266 108 16
184 214 8
251 173 38
235 252 29
40 111 10
143 154 9
120 91 26
203 62 38
144 150 31
60 223 8
168 227 16
124 267 13
24 207 -2
143 185 24
134 247 19
252 63 27
92 216 37
76 244 33
206 202 -2
48 228 16
73 208 40
32 2 30
145 127 15
103 58 4
5 32 29
97 152 -1
13 138 9
80 32 10
48 141 20
150 107 39
255 248 31
195 45 40
191 105 39
231 214 18
145 101 38
29 192 36
64 241 1
83 238 35
118 44 39
192 91 6
145 177 17
222 261 2
128 227 3
55 237 17
223 185 10
206 2 39
53 56 20
63 151 32
205 1 19
176 173 23
177 64 28
41 141 24
128 149 27
237 20 3
232 209 28
130 73 1
35 90 34
198 180 39
91 41 17
161 45 8
204 10 35
11 32 9
87 94 30
156 251 39
42 97 -1
268 142 40
45 137 2
188 139 9
164 167 13
21 238 16
98 51 9
52 158 2
157 45 7
144 125 33
176 228 34
187 121 32
235 137 35
72 181 24
243 138 21
54 163 0
153 160 33
140 236 9
200 171 15
114 22 16
221 56 12
211 222 19
149 64 36
161 152 18
239 217 8
117 270 6
69 219 36
167 248 15
127 114 33
200 250 2
118 180 28
83 118 19
31 159 10
145 4 20
72 110 6
51 70 17
262 192 23
6 68 35
30 218 4
208 118 31
234 122 9
218 205 28
152 246 34
96 59 3
29 254 38
270 127 9
130 80 3
28 162 14
190 38 7
205 236 19
189 5 7
72 54 29
187 116 15
161 247 7
32 112 10
244 266 1
138 198 3
123 12 29
49 58 15
76 156 27
43 127 11
247 261 16
23 172 7
5 37 32
137 62 11
253 163 12
195 241 37
87 268 10
175 247 22
184 259 7
115 119 8
187 108 18
142 64 20
152 17 15
93 155 30
221 154 4
264 160 39
126 186 26
267 172 40
267 55 33
26 44 23
6 157 9
58 20 13
225 79 21
240 40 36
1 89 19
255 76 37
148 16 40
245 142 30
58 256 0
254 174 9
231 252 31
128 46 16
114 15 -1
192 209 22
109 57 13
179 247 27
81 232 17
170 239 6
107 224 40
1 262 1
267 4 5
248 254 20
97 189 20
242 44 40
16 270 -1
260 190 14
63 82 32
230 83 14
188 29 20
226 65 32
221 95 38
209 201 39
77 103 10
54 188 26
68 223 21
95 19 -1
48 131 21
111 153 37
159 163 6
29 46 38
103 126 6
189 40 24
109 139 11
156 110 25
237 181 3
77 128 1
201 67 31
51 206 2
38 162 30
50 35 18
121 75 9
143 129 36
219 155 20
240 19 22
34 209 18
141 35 12
151 202 -1
201 155 29
208 55 11
65 60 -1
201 43 31
20 131 16
179 77 17
62 50 29
42 83 24
3 222 6
203 133 22
9 61 15
86 257 30
163 87 -1
241 129 3
177 20 1
214 198 5
205 109 8
11 202 18
46 21 29
165 192 15
85 250 36
90 48 10
182 243 17
126 162 34
260 70 30
69 270 17
234 22 20
79 69 30
41 267 4
186 243 6
74 164 13
51 33 25
77 14 19
259 125 26
50 20 33
4 99 10
131 156 18
54 12 18
186 122 29
63 105 3
74 141 24
221 40 15
254 257 8
268 262 12
214 4 3
196 203 27
202 39 29
141 226 27
187 134 0
152 220 38
28 81 21
81 204 -1
250 246 -2
15 258 36
149 72 15
151 141 -1
134 120 26
162 4 16
57 153 7
193 224 0
208 21 34
49 218 17
205 251 23
202 17 12
153 251 20
124 52 8
51 86 35
179 244 18
88 111 -2
142 270 19
251 15 30
48 190 -2
25 128 10
52 248 26
137 21 27
152 222 29
88 1 34
138 5 3
54 196 21
82 262 21
127 131 23
163 76 35
28 16 -2
180 240 21
8 111 33
180 43 13
